posting_id,title,location,description,role_family_label
77b3a074cbfb4d19,"Head of Carbon Data, Analytics, and Tools","Hybrid remote in Atlanta, GA","Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the following: In-office locations: Sunnyvale, CA, USA; Atlanta, GA, USA. Remote location(s): California, USA; Georgia, USA. Minimum qualifications: 5 years of experience in hardware carbon footprinting Experience in energy and carbon management, including greenhouse gas (GHG) inventory development and carbon reduction Experience designing, scaling, and leading supply chain sustainability programs, such as Scope 3 supply chain carbon accounting and circular economy programs Preferred qualifications: Bachelor’s degree or Master's degree in quantitative fields, including Data Science, Statistics, Computer Science, or environmental fields, including Environmental Science and Environmental Engineering Experience in supply chain sustainability at a major technology/manufacturing company Experience designing decarbonization strategies for hardware such as consumer devices and carbon intense commodities, including semiconductors Ability to engage and influence executive stakeholders as a business advisor and thought leader in data and analytics Excellent leadership and influencing skills, including an ability to lead change efforts across an organization About the job A problem isn’t truly solved until it’s solved for all. That’s why Googlers build products that help create opportunities for everyone, whether down the street or across the globe. As a Program Manager at Google, you’ll lead complex, multi-disciplinary projects from start to finish — working with stakeholders to plan requirements, manage project schedules, identify risks, and communicate clearly with cross-functional partners across the company. Your projects will often span offices, time zones, and hemispheres. It's your job to coordinate the players and keep them up to date on progress and deadlines. Our goal is to build a Google that looks like the world around us — and we want Googlers to stay and grow when they join us. As part of our efforts to build a Google for everyone, we build diversity, equity, and inclusion into our work and we aim to cultivate a sense of belonging throughout the company. As the Head of Carbon Data, Analytics, and Tools, you will develop and lead the team responsible for quantifying our supply chain environmental impacts and engaging teams to design strategies to achieve our Net Zero goal. The team will develop the infrastructure to measure, track, and monitor suppliers on their emissions targets. In this role, you will provide internal and external stakeholders with visibility and reporting on how Google is tracking towards its commitments. The US base salary range for this full-time position is $190,000-$284,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Responsibilities Act as a thought leader through proven experience in hardware sustainability and expert-level knowledge of life cycle assessment and accounting methods. Drive and support analytics and insights that will enable the Net Zero Supplier/Industry Engagement and Program Management teams to engage effectively with suppliers, Contract Manufacturers, and industry consortium partners. Partner closely with cross-functional leaders to influence Net Zero strategy via data-driven insights Map energy and facility usage of Google’s suppliers and service providers throughout our full value chain. Set up and scale the tool and data infrastructure to measure, track, and monitor suppliers. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",other
61eb3963ff8e89ac,Business Analyst,"Des Moines, IA+1 location","We are seeking candidates that will assist with COVID data cleaning team. The Data Cleaning Team assists the with ongoing data cleaning and database management to allow for more accurate downstream analysis. This includes: lab result entry into the state database, subject interview and gathering and documenting relevant medical information from healthcare providers. IA8120 Job Types: Full-time, Contract Pay: $28.00 - $30.00 per hour Benefits: 401(k) 401(k) matching Dental insurance Health insurance Paid time off Vision insurance Schedule: 8 hour shift Monday to Friday Ability to commute/relocate: Des Moines, IA: Reliably commute or planning to relocate before starting work (Required) Experience: Microsoft Excel: 4 years (Preferred) data systems: 4 years (Preferred) data integrity: 4 years (Preferred) data validation: 4 years (Preferred) Work Location: One location",data_analyst
3c6aba0dbba9a904,"Manager, People Data Science",West Virginia+33 locations,"What People Analytics & Insights contributes to Cardinal Health The People and Analytics Insights (PAI) team provides insights that drive outcomes. Our mission is to empower all leaders and HR stakeholders within Cardinal Health to make data-driven people strategy decisions quickly, easily, and with confidence. The Data & Analytics Function oversees the analytics life cycle in order to identify, analyze and present relevant insights that drive business decisions and anticipate opportunities to achieve a competitive advantage. This function manages analytic data platforms, the access, design and implementation of reporting/business intelligence solutions, and the application of advanced quantitative modeling. Job Summary As Manager of the People Data Science team, you are responsible for the strategic execution and management of the data product portfolio. You will drive consistency and scalability throughout team consulting engagements and projects, often leveraging RStudio Connect to deliver automated and interactive dashboards and applications. Alongside the team, you will help translate business needs into insights through advanced statistical solutions and models. You will also partner closely with the People Analytics Consulting team to support HR and the business to answer key questions related to people and talent strategy. Responsibilities Engage with HR and business stakeholders to ensure the design, build, and delivery of insights are aligned with overall HR and team strategic direction Manage a team of data science professionals, developing both consulting and technical (analytical) competencies Emphasize a continuous improvement mindset to balance scalability and innovation within the data product portfolio, data workflows and processes Ability to clearly communicate complex data and insights to a variety of audiences and develop actionable recommendations Maintain best practices in data science and data management across the analytics life cycle, aligning PAI and other Cardinal Health analytics team Qualifications Bachelor’s degree in Computer Science, Data Science, related field or equivalent work experience, preferred 8+ years of experience in related field preferred Experience with statistical programming languages required (e.g., Python, R) Experience with Python packages used for data science and building models preferred Experience in data collection and ETL processing with SQL preferred Previous HR or People Analytics experience strongly preferred Management experience preferred What is expected of you and others at this level Manages department operations and supervises professional employees, front line supervisors and/or business support staff. Participates in the development of policies and procedures to achieve specific goals. Ensures employees operate within guidelines. Decisions have a short term impact on work processes, outcomes and customers. Interacts with subordinates, peers, customers, and suppliers at various management levels; may interact with senior management Interactions normally involve resolution of issues related to operations and/or projects Gains consensus from various parties involved Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law.",other
27182d70d79b9dd1,Business Intelligence Developer,+1 locationRemote,"Skills Required: BA/BS required (major in an analytical field desired) A minimum of 5 to 10+ years’ work-related experience. Experience in hands-on development of reporting applications for the Web in a professional environment Self-starter, ability to set priorities, work independently and attain goals. Versed on the agile methodology and best practices Strong analytical thinking and structured problem-solving ability Exhibit great communication and practical decision-making skills. Job Types: Full-time, Contract Pay: $70.00 - $75.00 per hour Schedule: 8 hour shift Monday to Friday Experience: Tableau: 7 years (Required) AWS: 6 years (Required) Salesforce: 4 years (Required) Work Location: Remote",bi
ec627bf4e2dddcf8,Database Administrator 2,"Los Alamos, NM+1 location","What You Will Do We are looking for a motivated Oracle Database Administrator (DBA) to join our team-focused, fast-paced, and dynamic environment. You will be an Oracle Database Administrator (Oracle DBA) within the Infrastructure Services team of the SAE-1 group within the Software and Applications Engineering Division. The SAE-1 group provides Oracle and SQL Server database, middleware, and application administration services for Environmental, Safety, Health, Quality, Security and Visualization Solutions for the Los Alamos National Laboratory (LANL). This is a seasoned, experienced professional with a full understanding of Oracle Database Administration plus working knowledge of Linux, Oracle SQL, Oracle PL/SQL, Bash and/or Korn shell scripting. At the Database Administrator 2 level, the selected candidate will resolve a wide range of Oracle Database Administration issues in creative ways. What You Need Minimum Job Requirements: Technical Expertise Experience as a physical database administrator (DBA) performing the following tasks: installing database software; database creation; upgrading, maintaining, patching, tuning, backup and recovery of Oracle databases version 12c or newer (19c preferred) on Linux operating system hosts. Demonstrated experience writing Oracle SQL queries and PL/SQL scripts as needed to automate tasks. Experience writing and/or maintaining Bash and/or Korn shell scripts typically used to automate Oracle DBA tasks and repetitive and/or scheduled tasks. Collaboration Demonstrated ability working collaboratively, including participating in infrastructure services team communities of practice and the ability to organize and prioritize tasks to meet tight schedules and accomplish projects goals while effectively networking with peers across an organization, business unit, and/or institution. Education/Experience Position requires a Bachelor's Degree and 4 years related experience or an equivalent combination of education and experience directly related to the occupation. Desired Qualifications: Experience administrating Oracle Enterprise Business Suite tech stack. Mid-Tier Administration experience with Oracle Fusion Middleware, Apache Tomcat and Apache HTTP server. Location: This position will be in Los Alamos with the flexibility for the selected candidate to work from a location other than the primary location. Reporting onsite will be periodically required. Remote is at the discretion of management and can change at any time with appropriate notice. COVID Vaccine: The COVID vaccine is mandatory for all Laboratory employees, on-site contractors, and on-site subcontractors unless granted an accommodation under applicable state or federal law. This requirement will apply to those working on-site, those teleworking, and all new hires. Position commitment: Regular appointment employees are required to serve a period of continuous service in their current position in order to be eligible to apply for posted jobs throughout the Laboratory. If an employee has not served the time required, they may only apply for Laboratory jobs with the documented approval of their Division Leader. The position commitment for this position is a 1 year. Note to Applicants: Please provide a comprehensive cover letter that details how you meet the qualifications for this position. This position requires participation in a 24X7 on-call rotation. Participation in the Human Reliability Program (HRP) may be required. Overtime and working an irregular schedule may be required. Where You Will Work Located in beautiful northern New Mexico, Los Alamos National Laboratory (LANL) is a multidisciplinary research institution engaged in strategic science on behalf of national security. Our generous benefits package includes: PPO or High Deductible medical insurance with the same large nationwide network Dental and vision insurance Free basic life and disability insurance Paid childbirth and parental leave Award-winning 401(k) (6% matching plus 3.5% annually) Learning opportunities and tuition assistance Flexible schedules and time off (paid sick, vacation, and holidays) Onsite gyms and wellness programs Extensive relocation packages (outside a 50 mile radius) Additional Details Directive 206.2 - Employment with Triad requires a favorable decision by NNSA indicating employee is suitable under NNSA Supplemental Directive 206.2. Please note that this requirement applies only to citizens of the United States. Foreign nationals are subject to a similar requirement under DOE Order 142.3A. Clearance: Q (Position will be cleared to this level). Applicants selected will be subject to a Federal background investigation and must meet eligibility requirements* for access to classified matter. This position requires a Q clearance which requires US Citizenship except in extremely rare circumstances. Dependent upon position, additional authorization to access nuclear weapons information may be required that may or may not be available to dual citizens depending upon the circumstances. Eligibility requirements: To obtain a clearance, an individual must be at least 18 years of age; U.S. citizenship is required except in very limited circumstances. See DOE Order 472.2 for additional information. New-Employment Drug Test: The Laboratory requires successful applicants to complete a new-employment drug test and maintains a substance abuse policy that includes random drug testing. Although New Mexico and other states have legalized the use of marijuana, use and possession of marijuana remain illegal under federal law. A positive drug test for marijuana will result in termination of employment, even if the use was pre-offer. Regular position: Term status Laboratory employees applying for regular-status positions are converted to regular status. Internal Applicants: Regular appointment employees who have served the required period of continuous service in their current position are eligible to apply for posted jobs throughout the Laboratory. If an employee has not served the required period of continuous service, they may only apply for Laboratory jobs with the documented approval of their Division Leader. Please refer to Policy Policy P701 for applicant eligibility requirements. Equal Opportunity: Los Alamos National Laboratory is an equal opportunity employer and supports a diverse and inclusive workforce. All employment practices are based on qualification and merit, without regard to race, color, national origin, ancestry, religion, age, sex, gender identity, sexual orientation or preference, marital status or spousal affiliation, physical or mental disability, medical conditions, pregnancy, status as a protected veteran, genetic information, or citizenship within the limits imposed by federal laws and regulations. The Laboratory is also committed to making our workplace accessible to individuals with disabilities and will provide reasonable accommodations, upon request, for individuals to participate in the application and hiring process. To request such an accommodation, please send an email to applyhelp@lanl.gov or call 1-505-665-4444 option 1.Employment StatusFull Time",other
5cc50ac4dfdd54d3,SQL Database Administrator,Remote,"Anteriad, meaning “pointing forward,” accurately represents its forward-looking approach and solutions that help customers take the lead in a competitive market. Anteriad is the leading B2B marketing solutions provider for blue-chip brands, including IBM, Microsoft, and Cisco. Marketers choose_ Anteriad_ for their intent-driven, full-funnel ABM and demand generation platform, world-class data and analytics, and performance marketing capabilities. Anteriad drives meaningful growth for customers by combining the technology and expertise B2B marketers need to win in today’s competitive market. The Opportunity: Anteriad is searching for a SQL Database Administrator (DBA) with extensive Microsoft SQL Server experience and outstanding technical support skills! An individual who is motivated to find the root cause solutions and who likes to take on an unknown issue as a challenge and a chance to expand their knowledge. The DBA will keep the databases up and running smoothly 24/7. The goal is to provide a seamless flow of information throughout the company, considering both backend data structure and frontend accessibility for end-users. You will be responsible for the performance, integrity, and security of databases. You will be responsible for designing, testing, planning, implementing, protecting, operating, managing, and maintaining our company's databases. What You'll Do: Building databases of high availability and quality depending on client’s requirements Implementing databases in accordance to internal users information needs and views Making requested changes, updates and modifications to database structure and data Ensuring database security, integrity, stability and system availability Maintaining database backup and recovery infrastructure Assist with schema design, code review, SQL query tuning/optimization Install, tune, implement and upgrade DBMS installations Provide Stored Procedure, PowerBi support Provide SSRS Reports and SQL Server Service Broker support Provide Index support, including ColumnStore indexes Test and Deploy SQL patches * Upgrade and improve application schema and data upgrades Minimize database downtime and manage parameters to provide fast query responses Provide proactive and reactive data management support and training to users Determine, enforce and document database policies, procedures and standards Perform tests and evaluations regularly to ensure data security, privacy and integrity Monitor database performance, implement changes and apply new patches and versions when required What You'll Bring: Bachelor’s degree in computer science or related management information systems field 5+ years’ experience with Microsoft SQL Database Administration Hands-on experience with database standards and end user applications Excellent knowledge of data backup, recovery, security, integrity and SQL Experience with database design, documentation and coding Familiarity with programming languages API Problem solving skills and ability to think algorithmically Good understand database design, implementation, trouble-shooting and maintenance Sense of ownership and pride in your performance and its impact on company’s success Monitor performance and manage parameters to provide fast responses to front-end users Map out the conceptual design for a planned database Install and test new versions of the database management system (DBMS) Write database documentation, including data standards, procedures and definitions for the data dictionary (metadata) Control access permissions and privileges Develop, manage and test back-up and recovery plans Carry out capacity planning Manage the security and disaster recovery aspects of a database Critical thinker and problem-solving skills Good time-management skills Great interpersonal and communication skills Capable of working under pressure Bonus Points If You Possess Any Of The Following: Microsoft Certification MCDBA AWS Certified Database #LI-Remote Our Values: Lead & Learn We lead with unrivaled vision, innovation and execution, always learning and embracing new ways of doing things to stay out in front Collaborate & Celebrate We build great things when we work together as one Anteriad team, celebrating our achievements – both great and small – along the way Innovate & Inspire We are always looking for bold new ways to exceed the expectations of our customers and to inspire each other to even greater success Do More & Do Good We go above and beyond in the service of our clients and colleagues, and the communities where we Job Type: Full-time",other
e33de7617d5e10ff,"Senior Manager, Web Analytics and Data Science","San Francisco, CA","Working at Atlassian Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company. Your future team Our Customer Analytics team is comprised of individuals with backgrounds in data science and analytics. We collect, organize and analyze data to help our business partners make informed decisions. We're looking for an Analytics & Data Science leader (Manager or Senior Manager) with business instincts, team development, creativity and analytics mastery. Someone who is passionate about applying these skills to lead multiple analytics teams, guide smarter product decisions, and delight our customers. This is a role that will stretch you, accelerate your learning curve and give you the chance to really leave your mark in the history of Atlassian. What you'll do Collaborate with Atlassian's product leaders (responsible for www.atlassian.com, support.atlassian.com & community.atlassian.com) to provide data-driven viewpoints on strategic decisions, identify high impact opportunities for analysis and align priorities with the company strategy and product roadmap Lead a team of data scientists and plan roadmaps by collaborating with product partners, customer research, data engineers, machine learning engineers and other data scientists Design targeted explorations of our big data, to understand trends, find opportunities, and make recommendations to improve user journeys and customer value Accelerate web experimentation through best practices, tooling and clear recommendations Be part of building an outstanding analytics culture at Atlassian. Leading by example, through education and creation of self-service tools, to make a lasting change in how your partners use data to make decisions Your background 3+ years leading analytics or data science teams Experience applying your analytics to projects which have had a positive impact to company level business and product decisions A very high bar for output quality; with experience coaching teams to balance thoughtfulness, perfection and speed Craft compelling insights, explaining data science concepts to diverse audiences, and building decision confidence by sharing expertise of facts and uncertainties Familiarity partnering with multiple departments. For example: Product Management, Engineering, Design, Finance, Customer Research and Data Engineering teams Experience encouraging teamwork in a ""work from anywhere"" environment Previous experience in data manipulation and statistical programming languages (e.g. SQL, R, Python), and knowledge of cloud data environments (e.g. AWS) Varied experience applying a range of data science techniques (eg: exploratory data analysis, experiment design, propensity modeling or attribution) An Agile development mentality, appreciating the benefit of constant iteration and improvement Our perks & benefits To support you at work and play, our perks and benefits include ample time off, an annual education budget, paid volunteer days, and so much more. About Atlassian The world’s best teams work better together with Atlassian. From medicine and space travel, to disaster response and pizza deliveries, Atlassian software products help teams all over the planet. At Atlassian, we're motivated by a common goal: to unleash the potential of every team. We believe that the unique contributions of all Atlassians create our success. To ensure that our products and culture continue to incorporate everyone's perspectives and experience, we never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. To learn more about our culture and hiring process, explore our Candidate Resource Hub.",other
aaaa86777199f2dc,Power BI Developer,"Hybrid remote in Melville, NY 11747","ROLE AND RESPONSIBILITIES: Analyze, design, develop and deploy Power BI solutions as per business requirements Understand business requirements in BI context and design efficient data models to transform raw data into meaningful insights Analyze data and be able to translate and present data through informative visuals and reports that aid in decision making Develop interactive visual reports, dashboards and KPI scorecards using Microsoft Power BI desktop Develop custom visuals, charts and measures as per requirements Analyze and build Analysis Services reporting models that meet reporting requirements. Connect to various data sources, import and transform these data for Business Intelligence. Implement row level security on data using the application security layer models in Microsoft Power BI Write and debug DAX queries Responsible for design methodology and project documentation. Troubleshoot and support all aspects relating to refresh schedules, data, reports and access for Power BI reports and dashboards Analyze, design, deploy, troubleshoot and support Power BI solutions for Power BI Report Server and Power BI Service Work with team members at all levels for performance improvement and suggestions REQUIREMENTS: BS/MS in Computer Science, Information System, Analytics or related field. 5+ years of experience working with Microsoft Power BI and administration with deep understanding of Microsoft Power BI desktop and service Extensive experience creating user-friendly, insightful and interactive reports, dashboard and KPI scorecards using Power BI desktop Strong proficiency in both Power BI languages – Power Query M and DAX Strong experience sourcing data from a variety of sources (databases, flat files, data gateways, etc) for complex data modeling Hands on experience with developing and optimizing complex SQL queries to manipulate data for Business Intelligence Experience with Power BI Report Server a would be a plus Experience in R/Python scripting would be plus This position offers a hybrid work schedule requiring you to be in the office Monday and Wednesday with an option to work from home the remainder of the week (unless a specific business need arises requiring in-office attendance on other days). Note that work schedules and office reporting requirements may change from time to time based on business needs. Job Type: Contract Salary: Up to $55.00 per hour Experience level: 5 years Schedule: Day shift Application Question(s): Are you a US resident or a green card holder? How many years of experience do you have as a Power BI Developer? Work Location: One location",bi
3ef36d0f2836158d,"Sr. Data Science Manager, Core Data Science - Build (Remote)","Remote in Boston, MA","Company Description At Shopify, we build products that help entrepreneurs around the world start and grow their business. We’re the world’s fastest growing commerce platform with millions of merchants in more than 175 different countries, with solutions from point-of-sale and online commerce to financial, shipping logistics and marketing. Job Description Shopify is like an operating system for a merchant’s business. Like an operating system, it provides a lot of what each merchant needs out of the box, but merchants rely on the ability to customize Shopify to meet their particular needs. Those customizations are built by first and third party developers who make apps, themes, and extensions that virtually every merchant uses to power their business. The mission of the Build team is to provide tooling, capabilities, and infrastructure to make all commerce developers highly productive and to enable them to solve problems for merchants globally. We’re looking for a strong leader with a proven ability to partner with and be a part of product leadership teams.The Senior Data Science Manager will own projects whose scope impacts multiple disciplines and domains at Shopify. They are responsible for deliverables that have directional implications on multiple product or service lines in which they operate, and to build a strong data culture around them along with the individuals and leaders that report into them. Specifically, the Senior Data Science Manager will: Define and guide the short-term and long-term data strategy for Core Data Science - Build Partner with Engineering, Product, & Design to identify unsolved user and business needs resulting in data powered solutions that scale Provide technical leadership to our data science teams and lead them as they analyze data, implement statistical techniques, create data visualizations, and build data pipelines (using Python, Spark, SQL, Mode, Tableau...etc) Cultivate a data-informed culture and deliver meaningful insights that drive product roadmaps and optimize business strategies Drive excellent practices for establishing metrics & KPIs to drive cross-functional alignment Collaborate with peer leaders in the product line Data Science team, and the broader Data organization, to improve and drive the group-wide Data Science & Engineering vision Qualifications Been a leader in multiple tech companies where analytics on top of massive data sets drives product & business decisions A demonstrated track record of attracting top data/analytics talent, developing high-performance teams, and a knack for keeping top talent happy, challenged, and impactful Previously managed other managers and can oscillate your leadership style relative to the needs of individual contributors that are also on your team Exceptional problem solving and analysis skills combined with the ability to synthesize and effectively communicate findings to both technical and non-technical stakeholders A product mindset that enables you to get to the root of problems faced by customers and users and to create data solutions and products to solve these challenges Previous experience with developer ecosystems a plus Additional Information We know that looking for a new role can be both exciting and time-consuming, and we truly appreciate your effort. And remember, we want to know what you're really interested in building and why you want to build it at Shopify, so please give us as much detail on this as you'd like in the answers on the next page. Our belief is that a strong commitment to diversity & inclusion enables us to truly make commerce better for everyone. We encourage applications from Indigenous peoples, racialized people, people with disabilities, people from gender and sexually diverse communities, and/or people with intersectional identities. Please take a look at our Sustainability Reports to learn more about Shopify’s commitments to our communities, and our planet. Interested, but not ready to apply? Join the Shopify Talent Community to learn more about us, while you polish up your resume: https://www.shopify.com/careers/teams/engineering At Shopify, we understand that experience comes in many forms. We’re dedicated to adding new perspectives to the team - so if your experience is this close to what we’re looking for, please consider applying. Our belief is that a strong commitment to diversity & inclusion enables us to truly make commerce better for everyone. We encourage applications from Indigenous peoples, racialized people, people with disabilities, people from gender and sexually diverse communities, and/or people with intersectional identities. Please take a look at our Sustainability Reports to learn more about Shopify’s commitments to our communities, and our planet. At Shopify, we understand that experience comes in many forms. We’re dedicated to adding new perspectives to the team - so if your experience is this close to what we’re looking for, please consider applying.",other
c78c0a4de806dbb9,Business Analyst,"Boston, MA 02108 (Back Bay-Beacon Hill area)","JOB DUTIES (Detailed Statement of Duties and Responsibilities):  Coordinate with internal, external and vendor resources to ensure the planning and/or execution of project outcome recommendations and development of RFR for long term software solution  Provide clear and reliable communication to internal teams, project stakeholders, vendor, PM and project director on the status of the assigned project  Support PM in scheduling time from project staff, agency and/or provider resources  Verify that results documented previously by vendor are accurate and thorough and any conclusions drawn are logical  Notify PM of any risks noted during course of project to bring to project director  Work collaboratively with application team, business partners, vendor team and other technical teams as needed  Provide appropriate documentation and knowledge transfer to the project team and stakeholders  Assist in drafting communications, job aids, reference material, process documents and meeting materials REQUIRED SKILLS (Special Skill Set, Abilities, Knowledge):  Must have experience working with multiple stakeholders to determine priorities, preferably in the public sector  Lead or contribute to meetings both within IT and between IT and business  Identify issues that could result in conflicts  Develop status reports and lead any status meetings  Ensure appropriate team members are involved in project checkpoint and/or review meetings  Understand how project decisions impact enterprise strategy  Solid technical background with understanding and/or hand-on experience in software development and web technologies  Proven comprehension of analytic technology and ability to speak and understand in technical terms  Good technical writing skills and ability to present complex solutions in a simple manner QUALIFICATIONS (Education, Years’ Experience, Certificates): Must have worked in or be familiar with an IT environment and have the ability to assimilate and understand technical concepts Minimum (5) five years of progressively challenging IT business analysis experience Able to handle multiple concurrent priorities with little direction and meet established timeline Strong written and oral communication skills; ability to apply project management knowledge to real world scenarios Strong interpersonal skills, including the ability to work across the organization and interact, influence, manage and negotiate effectively at all levels including senior level management Preferred experience in public sector/HHS IT",data_analyst
6872c3c3efbe4ae0,Scientist - Data Review,"Morrisville, NC","Job#: 1289167 Job Description: Apex Systems is seeking a Data Review Scientist in Morrisville NC. You will be joining a global provider of delivery technologies, development, drug manufacturing, etc. **Please apply directly to Krystyna at kguntle@apexsystems.com Weekly Pay & Benefits! Title: Data Review Scientist Shift: M-F, 8AM to 5PM Pay: $35/hr Start Date: 12/5 Benefits: Weekly pay, Medical, Dental, Vision, 401K, and much more! General Responsibilities: Develop and execute laboratory workplans/schedules independently, using customer milestones and Division/site performance standards and metrics Authors technical documents, such as protocols, test methods, text reports, certificates of analysis, and operating procedures Review technical documents for accuracy, thoroughness and compliance Trains, coaches or mentors others on technical, personal development or business issues Supervises technical staff, including work assignments and performance management Responsible as project director with responsibility for project outcome and customer interaction Executes efficiency improvement project with guidance Identifies and recommend business opportunities on a project specific basis Education Requirements: MUST have a degree in chemistry or closely related physical science Knowledge/Skills Requirements: Maintain high quality laboratory documentation in accordance with applicable regulatory guidance and Site SOPs Proactively address work issues at both an individual level and a team level Develop and execute complex procedures or methods with high quality Becoming familiar with drug development milestones and their context Recognizes and elevates changes in project scope or execution for review by project director Able to prioritize and suggest alternatives or contingencies to achieve the correct technical solutions with most efficient resource utilization Propose deviations from established procedures and methods based upon sound judgment Supervisory skills are expected for Scientists with direct reports Can organize and manage teams chartered to address resolution of lab issues or special projects with general management guidance Lead by example according to values and culture Can assess training needs and formulate development plans for subordinates Recognize unmet customer needs Can effectively back-up supervisor to address limited technical or business issues with prior instructions **Please apply directly to Krystyna at kguntle@apexsystems.com EEO Employer Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystems.com or 844-463-6178. Employee Type: Contract Location: Morrisville, NC, US Job Type: Scientific and Clinical Date Posted: August 19, 2022",other
4dafcdad09a726d3,Machine Learning Engineer,"Hybrid remote in New York, NY 10281+1 location","Who We Are: MRI-Simmons Research is a leading consumer insights company. We are an established organization, with a great brand, that is aggressively reinventing itself through investments in technology and people! What We Do: MRI-Simmons measures consumer preferences, attitudes, and behaviors. We do this by collecting data through surveys and passively measured data in a way that is representative of the general population, applying data science and making sense of consumer data through enterprise-grade software. Marketers and media companies then use MRI-Simmons data and technology to develop marketing strategies, consumer segmentation schemes and media activation approaches. The MRI-Simmons Insights Product is a consumer intelligence and discovery platform that provides marketers with faster access to actionable consumer insights. Job Description: We are looking for a Machine Learning Developer to help us extract insights from our high-quality datasets. You will work with the team on all the processes from data collection, cleaning, and pre-processing, to training models and deploying them to production. The ideal candidate will be passionate about artificial intelligence and stay up to date with the latest developments in the field. You will be analyzing ML algorithms that could be used to solve a given problem and ranking them by their success probability. This team member collaborates with Data Scientists to design tools to train machine learning models using data from across the enterprise and deploy machine learning services at various decision points across the business process. This person builds tools for monitoring the performance of machine learning applications and develops the necessary failsafe procedures that ensure the delivery of the most optimal decisions. As the Machine Learning Developer, you will have following key accountabilities: Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress 2+ Years in Data Analytics. Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world Finding available datasets for training & defining validation strategies Defining the pre-processing or feature engineering to be done on a given dataset Ability to work in a collaborative and team environment Now that we have introduced you to the position of Position Title, what skills, qualifications, and experience should you, have? At least 2 years of relevant experience on Python Experience with NLP toolkits, like NLTK, is preferred Expertise in visualizing and manipulating big datasets Exceptionally self-motivated with strong written and oral communication, organizational, interpersonal and time management skills Experience in Cloud Software Services, preferably Azure. Bachelor’s in engineering or 5 years of development experience What we offer: 401K Match Medical/ Vision/ Dental Insurance Work life balance- Hybrid or Remote schedule Tuition Assistance – up to $5,250.00 yearly 11 paid corporate Holidays Life / Pet Insurance Commuter Benefits Supplier Discounts/ Plum Benefits partnership Salary commensurate with experience, annual base salary range: $130K-$140K At GFK we value diversity, equity, and inclusion. As part of GfK, you can take your future into your own hands. We encourage an entrepreneurial and innovative spirit. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. Job Type: Full-time Pay: $130,000.00 - $140,000.00 per year Benefits: Health insurance Paid time off Schedule: 8 hour shift Monday to Friday Work Location: Hybrid remote in New York, NY 10281",ml_engineer
